tweet,gpt_label,confidence
"""@SukMySweetness: money only impress the simple broke bitches""",offensive_language,0.8
"""@Sylvieamx: #Pisces will never be anybody's bitch, they don't let people control or change them."" Rigghhht",offensive_language,0.7
"""@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;",offensive_language,0.8
"""@TEE_JONEZ: @KingCuh @16stanleys I'm not mad cuh hahaha"" suure.. tuku ho ita! &#128514;&#128514;",offensive_language,0.8
"""@TayKnosBest: These hoes is crazy""",offensive_language,0.9
"""@Taylorr_Babee: You ain't ever gonna be a slice bitch."" Kevin hart. (:",offensive_language,0.8
"""@ThatniggaTroy: Oomf so fuckin fine tho &#128553; dam"" @ her, don't be no bitch.",offensive_language,0.8
"""@TheGamerKingKev: I wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter"" she probly sends nudes for fags",hate_speech,0.9
"""@TheNewSAT: #NewSATQuestions
Yeah bitch, yeah bitch, call me _______:
a.) Maybe
b.) Steve-O
c.) Later
d.) Jesse Pinkman""
@machinegunkelly",offensive_language,0.8
"""@TheNymphoTweets: Hickies in between her thighs right by her pussy &gt;&gt;&gt;"" Its only right",offensive_language,0.8
"""@TheOneMiss_Luu: Would you still love me when I'm no longer young and beautiful?"" No. Ugly monkey ass.",offensive_language,0.9
"""@TheRealRickyB21: @JetsAndASwisher @Gook____ y'all come through the front.""bitch I ain't coming",offensive_language,0.8
"""@TheRealRickyB21: @JetsAndASwisher faggot bitch"" http://t.co/2HyyAbk4eH",hate_speech,0.9
"""@The_Realist_Sam: @Madrid2_ yea, I'm on my iPad. I don't work this Friday. Let's ball this faggot up @TropicalBlanket""i work 2-5",hate_speech,0.9
"""@Theo17100: http://t.co/BYj1HOyhmG"" this scally lad would get it",offensive_language,0.8
"""@TheoMaxximus: #GerrysHalloweenParty http://t.co/3ycrSrnjHc"" Halloween was yesterday stupid nigger",hate_speech,0.9
"""@TheoMaxximus: Chrus still supahot tho"" *walks up to teacher with test, drops test in that bitch fohead* http://t.co/nb5VgdssgI",offensive_language,0.8
"""@Thornton25: &#8220;@KantKeepAhBYTCH: I love eating pussy lol I never get full lol&#8221; I can eat that shit forever lol"" and ever.",offensive_language,0.9
"""@Tmacc_GFG: &#8220;@VoiceOfDStreetz: ""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;&#8221;them hoes taste like meds""&#127815;&#127815;&#127868;",offensive_language,0.8
"""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;",offensive_language,0.8
"""@Tmacc_GFG: BOBBY BITCH-by @BobbyShmurdaGS9 be getting me live as fuck"" hell yea i play that hoe before my workout",offensive_language,0.8
"""@TreLeKidd: Yo bitch is Gucci Mane RT @JabariTheGreat : My bitch a stoner &#128175;&#128175; http://t.co/lt9LIJjpg9""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",offensive_language,0.8
"""@TweetGameLazy: I can ride your bitch with no handle bars""",offensive_language,0.9
"""@TyJonCuffee: And if you ain't a hoe get up out my traphoussseeeee""",offensive_language,0.8
"""@UberFacts: 15 sad TV character deaths we're still bitter over... http://t.co/uLclFUF8nC http://t.co/1RXYQOOsM0""ned stark was the man",neutral,0.9
"""@UnHoly_Jack: These harbor bitches are all ""Party Bus hoes"""" Lol all?",offensive_language,0.8
"""@Vbomb20: @Woodchuck20 pussy"" love it",offensive_language,0.8
"""@VeronikaHumbert: Ultraviolence video, its coming you little bitch! #MTVHottest Lana Del Rey http://t.co/533fLbvWqh"" 

bitchy promo",offensive_language,0.8
"""@VineForTheByrd: On my way to fuck your bitch https://t.co/4lMTFNL2iy""

LMFAO KITTYCOPTER",offensive_language,0.9
"""@WBUR: A smuggler explains how he helped fighters along the ""Jihadi Highway"": http://t.co/UX4anxeAwd""",neutral,0.9
"""@WBeezy_: ""@QuaTheGreat: Aww their avis look so cute together &#128145; http://t.co/9lPorCb8w0"" &#128128;&#128128;&#128128;"" do I gotta get Ike avi on this bitch ?",offensive_language,0.8
"""@WBeezy_: ""@Run_DRC: Its simple, dont be a hoe=dont worry about being exposed &#128540;"" fight me""why ?",offensive_language,0.8
"""@WannabeKanye: whys this bitch boosting herself http://t.co/uOd2f5WtKV""

Her size isn't exactly the most healthy tho",offensive_language,0.8
"""@WitHaPrettyface: @_1nonlykeisha bet not be no bitches! &#128514;&#128080;&#128299;&#128299;&#128298;"" &#128514;&#128514; Kim bye!!!",offensive_language,0.8
"""@X_XPDOTJDOT: Damn near gotta protect my tweets.. stalkers being annoying"" you got that dope dick. Drive these bitches loco",offensive_language,0.8
"""@XoJennyGirl: I'm making marack my girlfriend ."" @marackaf aye b you pullin hoes just like o taught you",offensive_language,0.8
"""@XoXo__Angiee: Bruno fag boy"" you love me.",offensive_language,0.8
"""@YEHits_Von: &#8220;@Run_DRC: I must be a bitch&#8221; you are &#128514;&#128514;&#128514; sike naw"" This why we always beefing &#128514;",offensive_language,0.8
"""@Yankees: Down 6-1, #Yankees look to rally in the bottom of the 9th."" #RALLYCAP",neutral,0.9
"""@YoungRicooo: &#8220;@WexicanAfro702: Don't take advantage of a nice person&#8221;@ hoes""@ everyjuan",offensive_language,0.8
"""@YoungRicooo: Happy birthday bitch nigga @WexicanAfro702"" Thanks pal",offensive_language,0.9
"""@YoungRicooo: Sad knowing that most hoes won't fuck with you bc you ain't got stacks."" wait till friday",offensive_language,0.8
"""@YunGMiGo: @Shane_A1 cinco shit harder fucc nigga""yee but you fucc wit rich homie cuz dats ya homeboy fucc nicca",hate_speech,0.85
"""@ZoeBarton3: @h0rheyd ewww I said THAT last Sunday..as in the last Sunday I was there. Read it again nigs""&#128563;&#128563;&#128563;&#128563;&#128563;",hate_speech,0.9
"""@_BaDa_Bing: I only punch real niggas in the face cause a pussy Nigga is gonna punch me right back"" Strong Mush or Shake..",offensive_language,0.8
"""@_BeeDontCare My pussy still fresh"" &lt;----- something stank girls say.",offensive_language,0.85
"""@_GeeWillikers_: Ass slapping is one the greatest things. Haha. &#128527;"" I slapped a girl on the ass. . She got mad I aint get pussy for a week",hate_speech,0.85
"""@_TommyCollins: @WeAreRichnow @buffalobills yeah Texans are so much better you fucking retard"" I see that you're mad about this.",offensive_language,0.8
"""@__MALIBUbarbie: Nd wtf is up with dark bitches with blonde.. PLEASE HAVE SEVERAL SEATS HOE!"" ..looking like black&amp;milds out here",offensive_language,0.8
"""@__Sugga: There's a lane some bitches need to stay in &#128526;"" the left n get right the fuck outta our face &#128557;&#128129;&#128536;",offensive_language,0.8
"""@__sneakyb: I hate when boys deny that they have bitches &#128080;&#128553;"" smh",offensive_language,0.8
"""@__taradise__: Ya nigs out there still saying y'all don't eat butt?!"" WITH A STRAIGHT FACE!",offensive_language,0.9
"""@__youreWelcome: Im a boss ass bitch"" ...that needs to sit in a corner",offensive_language,0.8
"""@_iwantfranny: He's a hoe , I can't""",offensive_language,0.8
"""@_prettyflvck0: Me And Paul Thinkin Bout Gettin Rentals For Da Weekend &#128665;&#128168;&#128168;""oooh shit bitches betta stay out da streets",offensive_language,0.8
"""@_rapdreams: bitches hold they nigga down when he get locked up... but if a nigga go to college or the military it's a different story. &#128564;""",offensive_language,0.8
"""@_simplycaitlin: why do my friends hate me"" because you a ratchet hoe..",offensive_language,0.9
"""@adriwadrri: No love for these fuck niggas"" hoes*",offensive_language,0.9
"""@airmaxlad1: Hot meat http://t.co/BRz8Imk5vK"" sexy as fuck scally lad. I would love to meet him and his trainers.",offensive_language,0.8
"""@airmaxlad1: Sniff http://t.co/FHHbBRMYBN"" perved up scally lad. fuck yeah.",offensive_language,0.8
"""@alejandra_p13: These bitches love Sosa""",offensive_language,0.8
"""@alexissixela__: &#8220;@white_thunduh: I legit watched it for about 30 or 40 seconds &#128529;&#8221;SO DID I WTF"" prob cause were retarded smh",hate_speech,0.8
"""@allisonnamaya_: What should I name my cat, ideas?"" Mr pussy",offensive_language,0.9
"""@altosteel115: http://t.co/tM28mh5XG2"" woof woof. Sexy thug boy scally.",offensive_language,0.8
"""@ambitiousBree: @_1nonlykeisha u see the damn phone ringing? &#128547;&#128530;&#128542;"" when you married bitches makes demands!!!! You haven't called me",offensive_language,0.8
"""@analicialouise: Tevin is my favorite sophomore I think he's so funny"" Hes really not. Lmaoo hes a little hoe",offensive_language,0.8
"""@angelenagoley: 10 sex positions http://t.co/nt3PABMWsm http://t.co/JmHZ8Sczf0""naw this what u call fucking the soul outta bitch &#128557;",offensive_language,0.8
"""@ashlingwilde: @ItsNotAdam is bored supposed to be cute, you faggot?"" Sometimes",hate_speech,0.9
"""@ayyee_ceee_: One mans trash &#128686; is another mans treasure &#127942;""",neutral,0.9
"""@babineaux_: I don't got no type. Bad bitches is the only thing I like"" *Iongotnotype",offensive_language,0.8
"""@bigbootybishopp: @white_thunduh lassen cc , the coach wants me"" i feel it youll get more my nig no doubt",offensive_language,0.9
"""@bleedingtrap: god teeth , gold chain
white bitches , cocaine""",offensive_language,0.8
"""@cheetahBluntz_: Its me hoe, its me hoe&#128129;"" shhhhh",offensive_language,0.8
"""@chieflottahoes: In D.C., we call them rollers, in Chiraq we call them thots."" All across America they have been known as a hoe.",offensive_language,0.8
"""@clayton_jenn99: I'm gonna miss that bitch of a bus driver...""no you won't. Don't lie",offensive_language,0.8
"""@coltforty2Gone: hate when bitches try and put you in the friendzone. bitch I'm tryin to score put me in the endzone &#128293;&#128293;&#128293;"" ON. MY. SOUL!",offensive_language,0.8
"""@complex_uk: Ashley Young has tried to deny that bird s*** landed in his mouth ---&gt; http://t.co/mlr5eWgonK https://t.co/AvCHFj7reM"" hahaha",offensive_language,0.8
"""@datFullerkid: @TreVaughnLG yall both gimped up??"" Ain't tht a bitch huh lol",offensive_language,0.8
"""@deepthroatMike: ""@Boys_South: Take me for a ride &#128525;&#128139; http://t.co/H5mAtjYfGA""#redneck"" woof woof",offensive_language,0.8
"""@demi_eggleton: oh my god I love Victoria Mitchell"" all my bitches love me",offensive_language,0.8
"""@djsliime: That long distance shit wack I knew the bitch was cheating""- uh oh",offensive_language,0.8
"""@fIirting: HE'S DOING IT RIGHT &#128525;&#128120;&#128158; http://t.co/JZKkiVUVjC"" no bitches smh",offensive_language,0.8
"""@fatboyswagg347: they BAN dat pussy for life &amp; he gotta pay 2.5 millon dollar fine""",offensive_language,0.8
"""@fuckcamoclark: Roses are red and violets are blue and niggers are black, you know that's true."" @dylan72892",hate_speech,0.95
"""@g0rillaz0e: Sitting on my window sill, window open, bird tries to fly in. Smacked it. #ProtectTheAnimals"" @peta",offensive_language,0.7
"""@glowstruck: But a nigga gon be a nigga, be a nigga."" You sound fuckin retarded",hate_speech,0.9
"""@greggutfeld: a video an entire media will likely mock. http://t.co/XFr1cRXWSm"" i am such a crybaby",offensive_language,0.8
"""@gurl_Im_Angie: @ItsKiaraaaa @WestYourMajesty I'm not even shy stfu"" kikis mom: Hi angelique 
Angelique: Smiles *Dips cracker in soup*",offensive_language,0.7
"""@haitian__goLd: Tim Tebow got cut from every team he was on in the NFL and he already got more hoes than me in Starkville. Smh."" &#128514;&#128514;&#128514;&#128514;",offensive_language,0.8
"""@hazelebaby: Karma is a bitch #Damn #GodProtectsHisAngels &#128588;""

*sips tea*",offensive_language,0.8
"""@hornyjhb: Fuckin hot gym pussy http://t.co/ZVYmcXQuTA"" fuck yeah",offensive_language,0.9
"""@hxhassan: Jihadi patron Hajjaj al-Ajmi is arrested at Kuwait airport https://t.co/ZmloKfWDQl""",neutral,0.9
"""@iAMPickUpLines: You can call me Fireman cause I turn the hoes on.""",offensive_language,0.8
"""@iCrawley: I could never have a bby by a lil dick Thts y I got a abortion by the last bitch""- oh My God",hate_speech,0.8
"""@iDntWearCondoms: Watch women try to argue with me like they have a dick and actually fucked some pussy before"" I hate when bitches do that",offensive_language,0.9
"""@iLGDaily: And smoke weed in public, fuck cops man, do what you wanna do, they don't own you, run if they come"" are you retarded?",offensive_language,0.8
"""@iTrapWatermelon: tweety bird tho &#128514;&#128514;&#128514;&#128514;https://t.co/JbnoNM3N1P""",neutral,0.9
"""@irlfatty: my pussy sweet like watermelon http://t.co/SKlPh3TtoG""

Thotermelon",offensive_language,0.9
"""@itscoleharmon_: When twitter rappers dm me their trash links http://t.co/35nMR4AUQg""",offensive_language,0.8
"""@jSadass: loud bitches annoy me""",offensive_language,0.9
"""@jacaxeltlu: Eventually every bitch turns into that hoe."" # Truuu",offensive_language,0.8
"""@jaimescudi_: ""@Tonybthrz_: ""@jaimescudi_: I swear if oomf try talking to me tomorrow.."" @"" @BarackObama"" pussy",offensive_language,0.8
"""@jama_jam: You bitches be pretending to be TF crazy.."" You ain't never lied...",offensive_language,0.8
"""@jasmyncyniquee: @white_thunduh k bye hoe"" um bye ..",offensive_language,0.9
"""@jayswaggkillah: Jackies a retard #blondeproblems"" At least I can make a grilled cheese!",offensive_language,0.8
"""@jboii2: ima keep on giving these pussy ass niggas ah reason to hate !""",offensive_language,0.9
"""@jethromass: Photo: http://t.co/CxRs5BVhPw"" he is in sole heaven",neutral,0.8
"""@jgabsss: Stacey Dash won &#128166; http://t.co/PDLG46rjOL"" baddest bitch evaaaa",offensive_language,0.8
"""@juicyyyjayyyy: Side bitch Sunday &#128514;&#128514;&#128514;"" &#128514;&#128514;&#128514;",offensive_language,0.8
"""@k_eazy26: Facts what baldheaded bitch made this shit. &#128074;&#128074;&#128555;&#128530; http://t.co/fDYojpT9Xg""

Lmao &#128553;&#128514;",offensive_language,0.8
"""@kayreneeee_: Fuck wit us and then we tweakin hoe"" shmurda!",offensive_language,0.8
"""@kazooook: We actin like it's the 7th day @WesGodLaFlare http://t.co/s9gMtEvpaT""
&#128123;spook",offensive_language,0.7
"""@kikiSTFU: I'll break that lil bitch neck and won't even feel sorry about it"" Savage",hate_speech,0.9
"""@leikant: This is so fucking hot!! #scally #sneakersex #sockfetish #sniff #trainersex http://t.co/TubivxbxcO"" love me some kinky scallies",offensive_language,0.8
"""@likemicah: Y'all dumb ass niggas be so pressed to have hoes. Y'all weak as fuck as fuck"" ...weed over hoes, oreos too.",hate_speech,0.8
"""@lildurk_: I can turn yo bitch into a eaterrrrrrrrr""",offensive_language,0.8
"""@lildurk_: I don't trust dese hoes Nikki told 51st where I stay at all my fans screen shot ASAP"" we finna come to Chiraq and shoot sumn",hate_speech,0.8
"""@marackaf: &#8220;@white_thunduh: Aye yall ima tryout for the bowling team frfr&#8221; tryouts passed tho"" no theres two more retard",hate_speech,0.8
"""@maybe6789: Now u got what u want bitch ! Enjoy it http://t.co/gLQzwtGMj9"" now this is a crazy party I would love to attend.",offensive_language,0.9
"""@metroadlib: colored contacts in your eyes?
blinders on mine.
cause i can't see you at all."" Lmao",offensive_language,0.7
"""@michelle_westt: Facts ""@POONsoaker: Only the dudes with hoes say they don't got hoes&#8221;"" @J_Austin12",offensive_language,0.8
"""@midyWIDEY_: I'm rea start smacking bitches period !"" Bluffin at its best",offensive_language,0.8
"""@molssyo: Lifes a bitch, and then you die 
Thats why we get high, cause you neva know when you're gonna go"" my sister is perfect (:",offensive_language,0.8
"""@molssyo: One of us is on drugs, and its me but you're still wrong &#128514; @currieburry"" hahahahahahah im a bitch sometimes (:",offensive_language,0.8
"""@morgandaylee: I'm feeling pretty fuckin ghetto"" Smh",offensive_language,0.9
"""@nohands_24: ""@20ToLife_: ""@nohands_24: ""@DejaaLeeann_: @B_Coleman2 swears I'm #1 man"" easily"" easily"" behind Austin"" nip?",offensive_language,0.7
"""@obey_jrock__: This is a true ride or die bitch &#128175; http://t.co/bkwHX83fkW"" what the fuck hahahahah",offensive_language,0.8
"""@oldpicsarchive: H.G.Wells and Charlie Chaplin http://t.co/sTiDDHK3WT"" #History #Photography",neutral,0.95
"""@ortiz_jaylene: All I see is Bruno's bitch ass on my twitter now. wtf"" Bruno's all that she sees (Drake voice)",offensive_language,0.8
"""@ozzie_garza: @white_thunduh I'm about to cool faggot chill"" tf is cool nigga",hate_speech,0.9
"""@ozzie_garza: @white_thunduh I'm so sure bitch"" frfr tf",offensive_language,0.9
"""@poppunksucks: Twitter is not a source of news broadcast you fucking retards"" it is when nbc, abc, cnn, Fox, etc are all keeping quiet.",offensive_language,0.8
"""@queendulaaa: Got a couple bitches saying they know me But I&#8217;ma let the money talk for me &#128526;&#128076;"" AND I'M LIKE... #WWYD",offensive_language,0.7
"""@realFORTES: Grudges are for weirdos""and bitches",offensive_language,0.8
"""@rhythmixx_: I told Mariam to but cigarettes for her birthday""

You also called me trash rn",offensive_language,0.8
"""@riananewman: @22EdHam brownies tonight"" what kind?!?!",neutral,0.9
"""@roLLYuP23: No text back? I don't give a fuck, I'll text another bitch"" damn someone is hurt lol",offensive_language,0.8
"""@ronald_iongi: Ummmmmm okay http://t.co/4BVLsci5K5"" you got hoes from left to right &#128514;&#128514; do yah thang!",offensive_language,0.8
"""@royalswagg_: using y=mx+b to find the slope of that ass""",offensive_language,0.8
"""@rugbysocklad: Fit lads! Nice gear! http://t.co/ThnXX1lC1M"" these scally lads n trainers would get it",offensive_language,0.8
"""@rugbysocklad: Hell yeah bro! http://t.co/9yIb45UD6c"" fuck yeah sexy scally lad in hot gear",offensive_language,0.8
"""@rugbysocklad: Helping out a mate!! http://t.co/eMNAdO1QOj"" I love scally play. Fuck yeah",offensive_language,0.8
"""@rugbysocklad: Lads being Lads! http://t.co/f3UJcYJ4OF"" fuck yeah. I love scally lad action. Hot trainers too.",offensive_language,0.8
"""@savage_twotone: Next year bitches is gonna be like you gotta promise you won't expose me &#128514;&#128514;&#128557;""",offensive_language,0.7
"""@scallynikelad: &#8220;@sleazytwinks: So hot!! RT @opcinjen: Lick it, bitch http://t.co/JLoUkqDcOM&#8221;"" fuck yeah. Eat that trainer u dirty fucker",offensive_language,0.8
"""@sierrabernia: &#8220;@T2G_CincoKilby: Y'all think celebrity pussy different from the locals? &#128514;&#8221; yeah Meghan goods is""",offensive_language,0.8
"""@sleepy_yongguk: ""I saw an ajumma walk out in the beginning saying, 'Wow, this is so trash that I can't even listen to it..'"" &#128514;"" lmaoo",offensive_language,0.7
"""@sniffsockslad: Need these sox http://t.co/xydb1RchXh"" fuck yeah. I love a kinky scally lad w/ rank sox and sneaks",offensive_language,0.8
"""@snoleezey801: I don't ever expose females like that.. That's childish.."" bitch nigga shiiii.....",offensive_language,0.8
"""@socass_: ""@00sexilexi00: @socass_ yasss""

*trys new things with bestfriend*""

*bitch who do you love*",offensive_language,0.8
"""@socass_: Dude remember this wop video? @00sexilexi00 http://t.co/P3HEuBOQBu"" OMG WHERE DID YOU FIND THAT",offensive_language,0.8
"""@soxandjox: Thick raw fuck http://t.co/g8RvUHCeBN"" Damn his man pussy is getting a workout.",offensive_language,0.9
"""@soxdawg: RAWR!! RT @skinrubberboi: ""My"" sexy French scally. I love him! #frenchscally http://t.co/5idQ3R5Akz"" sexy scally woof woof",offensive_language,0.8
"""@splurgb_: Nothin in life is free.. Some of you bitches need to write that on ya panties""&#128557;&#128514;",offensive_language,0.8
"""@stephencdo: @currieburry if one of you bitches want some of my burrito u can catch me at potosino"" huh? Haha",offensive_language,0.8
"""@talibanshawtyy: Niggas whole hoes out here cuz"" Couldn't had said it better..&#128588;",offensive_language,0.9
"""@theaveragerocks: Hardcore way to eat Mac and cheese
1. Boil water 
2. Snort cheese powder
3. Drink boiling water 
4. Fuck bitches""",offensive_language,0.8
"""@thebravebird: #YoureNotMyType if my fade is perpetually fresher than yours."" That's a real ass bitch rite there",offensive_language,0.8
"""@thejudyann: annoying bitch that I love http://t.co/8oxlQvQBrC"" JUDYANN'S SO PRETTY!!!!!",offensive_language,0.8
"""@thotmouths: http://t.co/aQKGOrAUxx""

Lmao bitch got on some huggies",offensive_language,0.8
"""@trestiffer: Hi bitch 
No bitch
Bye bitch"" http://t.co/RbcRXMRtQP",offensive_language,0.9
"""@trutherbot: does he look like a bitch?"" @el_capacitor",offensive_language,0.8
"""@whoiscoreyking: Chase money &#128176; not &#128581; hoes &#128111; &#128175;&#128175;""&#58399;&#58399;&#58399;&#58399;",offensive_language,0.8
"""@whooligan__: can't stand a ""I don't know what I want"" ass nigga &#128564;"" bitch*",offensive_language,0.9
"""@wiganzlad: ""@MarkyCrumb: ""@gmail_shorts: I'm on my way http://t.co/MqcZuXlbtT"" love a #chav""hot"" sexy scally fucker.",offensive_language,0.8
"""@witmyRUDEass: These newly gay bitches don't kno how shit works""",offensive_language,0.9
"""@witmyRUDEass: When a bitch don't want a real job they just become strippers lol"" lol.",offensive_language,0.8
"""@wodaeeex3: Awww Meat Meat In His Feelins""i ainn n my feelings bitch",offensive_language,0.8
"""@wodaeeex3: I Want Snake Bites , MY Industrial Piercin &amp; A Tattoo""Dem hoe accessories dea &#128064;&#128064;&#128056;&#9749;",offensive_language,0.8
"""@worldtraveIs: Baby albino &#128034; http://t.co/2tYTQJ3fec"" @Meeeesh1395",offensive_language,0.7
"""@worldwarzee_: these hoes ain't loyal.""",offensive_language,0.8
"""@xoxoclauudia: YASSSSSS, ORDERED CHINESE &#128079;"" bitch you just ate tacos you fat fuck",offensive_language,0.8
"""@z0mbiedance: I made that bitch lunch. @elizabethbatman"" Bitches love lunch.",offensive_language,0.8
"""A NO BRAINER""
But as soon as this bitch gets rich in political power, her views will change!
POLITICAL WHORES! http://t.co/ekEPSjWcyU&#8221;",hate_speech,0.9
"""A pussy a day keeps the devil away"" -@DoperThanYola",offensive_language,0.8
"""Ain't that about a bitch""... What does that mean?",offensive_language,0.8
"""All these bitches want a baby, I don't want no children.""",offensive_language,0.8
"""And bitch you must be lost"" &#128514;&#128514;",offensive_language,0.9
"""Baby I like being on your left side"" no bitch you can't be there Cuz the street on that side and Twitter said I ain't real if you do",offensive_language,0.8
"""Bae"" sounds like such a ghetto word. Use something else",offensive_language,0.8
"""Batter the wee cunt Jewis"" y cos he fucked my ex? Emma isnt battering the girls I've nailed?Ive moved on,stop being a pussy n do it urself.",hate_speech,0.9
"""Bleed out hoe!!!"" -Alexa",offensive_language,0.8
"""Boolin' in the bando wit a few bitches""",offensive_language,0.8
"""Brownies for my brownie"" I love this movie. &#128517;",neutral,0.95
"""But I need a bad bitch that's hotter than me"" might be the realist shit PartyNextDoor ever said. That's how I be feelin everyday",offensive_language,0.7
"""By the way we do punch bitches.""",offensive_language,0.8
"""Caesar is home"" RT @Naewoodster: &#8220;@MjaySkillz: https://t.co/mw5KAojKXB""theres so much this bitch looks like. Lets start with ape shit&#8221;&#128557;&#128557;""",hate_speech,0.85
"""Chinese Maverick: We were communicating Comrade , u know giving the imperialist Yanks the Birdie"" https://t.co/38GZ1jerPS",offensive_language,0.7
"""Dad say hi to my snapchat"" 
Dad ""&#9996;&#65039;&#9996;&#65039; duces bitch"" &#128514;&#128514;&#128553;&#128553;",offensive_language,0.8
"""Do you believe these hoes are not in fact loyal?"" ""I disagree with that, I do believe they are in fact the loyalest bunch,these hoes""",offensive_language,0.8
"""Don't know no ugly bitches! Don't know no broke niggas!""--@Kevin_Gates",offensive_language,0.9
"""Don't make me make you fall in live with a nigga like meee..."" The birds 1&amp;2 are my favorite songs by Weeknd",offensive_language,0.8
"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch.""",hate_speech,0.9
"""Don't you ever give my pussy away. You keep it tight, alright?""",offensive_language,0.8
"""Dropped a stack cause bitch I'm ON"".
-@1PoloBoy 
Song called ""Dope"".
Download the mixtape here: http://t.co/LaCZ1e6TG7",offensive_language,0.8
"""Dumb bitches do dumb things""",offensive_language,0.9
"""Eat the pussy like a real nigga hungry""",offensive_language,0.9
"""Eff it. Let's go after the cripple."" http://t.co/kSaMx1JPfV",hate_speech,0.9
"""Everything look better with a bitch next to it""",offensive_language,0.9
"""Facto @ShaunaSayomi: Who cares if you a hoe when your ass looks like this? http://t.co/CJdT987aqf""",offensive_language,0.8
"""For every bad bitch there is a nigga tired of fucking her""",offensive_language,0.9
"""Foreign chick, no lie.. Man that bitch Beautiful""",offensive_language,0.8
"""Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich."" http://t.co/Cgx3HNAK9A",offensive_language,0.9
"""Fuck 5/0 I make my own rules. Suck my dragon balls bitch call me goku""",offensive_language,0.9
"""Generate ASCII boxes with NodeJS"" all I see is the ability to bring flappy-bird in node via ASCII tubes and bird ^_^ http://t.co/lRJWDFhv7T",neutral,0.9
"""Get me that shit bitch you is fine bear""",offensive_language,0.8
"""Get your ass back to Detroit ya fuckin' wigger!""",hate_speech,0.9
"""Girls that I dated, its okay I ain't mad yo, unless you stabbed me in the heart, no love hoe""",offensive_language,0.8
"""HOW DO YOU KNOW MY TWITTER PASSWORD"" bitch please",offensive_language,0.8
"""Have you seen my shows? Have you seen my hoes? If I wasn't hot would they be so thick?""",offensive_language,0.8
"""He a bitch for hitting that hoe"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",offensive_language,0.9
"""He married to a white woman... lucky sum-bitch"" - Uncle Ruckus",offensive_language,0.8
"""He wanna be my nigga, but I'm just trinna be his savings account &#128553;"" &#128514;&#128557;&#128514;&#128557; omg imma funny ass bitch man, but that's Real Shit &#128175;",offensive_language,0.9
"""Her great grandmas a hoe,her grandmas a hoe,her moms and a hoe, and she's a hoe! It's a long line of hoes!"" -Grandpa Carl everyone",offensive_language,0.9
"""Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger"" - #shitmybosssays",hate_speech,0.9
"""Hey pussy you still there?""",offensive_language,0.9
"""How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their... http://t.co/sR1zceHx",offensive_language,0.8
"""How hotter than is it?"" ""A bitch.""",offensive_language,0.9
"""How u talking to hoes bout bro n em.. Why you talking to hoes bout bro n em""",offensive_language,0.8
"""How you doing, crazy bitch?"" is hilarious!",offensive_language,0.8
"""I KNOW my shoes dirty as fuck, whatever, bitch. You don't have to call!""

Like, negro... one of the first things they LOOK at is shoes, dog",offensive_language,0.8
"""I am a thrill billy..with a hillbilly heart."" -@billyraycyrus. HAHAHAHAHA Jesus Murphy!",offensive_language,0.7
"""I call him my bitch"" @MaKennaM_",offensive_language,0.8
"""I can't handle no liquor... But these bitches can't handle meeedd"" - Chief Sosa",offensive_language,0.8
"""I don't chase after dudes... I chase after bitches."" - Edgar Bautista",offensive_language,0.8
"""I don't love these hoes, baby It's me and you forever""",offensive_language,0.8
"""I dont even need a picture of tamar, that bitch is beat in every picture""&#128514;&#128557;&#128514;&#128514;&#128514;",offensive_language,0.8
"""I dont have hoes"" &#128564;",offensive_language,0.8
"""I found a new way to chug you have to open your mouth alot"" #shitallysays",offensive_language,0.8
"""I fucking hate that bitch so much I wanna smack her in the face then tongue kiss her""",offensive_language,0.9
"""I got a bitch set it off like jada picket..queen latifah you riding round with your nieces bitch you titi""",offensive_language,0.8
"""I got a sister, she told me stop calling women bitches..""",offensive_language,0.8
"""I guess this is the night bitches die...!!!!"" Stewie is that nigga...!",offensive_language,0.9
"""I had a bitch that had a bitch, had the bitch eating halibut.."" - @iamyoungroc #FreshRhymes #JerkSquad #SlowStir",offensive_language,0.8
"""I have this lady-love
She's married, but I still wanna bang her
She won't have sex with me
What a bitch"" ~A troubadour, probably",offensive_language,0.8
"""I heard you was looking for Candy Man, bitch""",offensive_language,0.9
"""I hope you don't get mad, ladies. I only call you bitches 'bitches' bc I don't know your names individually."" -Katt Williams @LetMicahDown",offensive_language,0.8
"""I just got a number 3 I'm a bitch boy""",offensive_language,0.8
"""I know that shit eatin grin! You either just fucked the girl of your dreams or you sold a car. We know you're a faggot. What'd you sell?""&#128514;",hate_speech,0.9
